Pt,Pd,Au,Ir,k,V0,u1,s1,A1,A2,File
0.1406,0.1429,0.4636,0.2529,10.200169037027663,1.7145039158075728,1.3712551678399314,0.069500173227636,0.0788332675941529,0.011154719432772577,run9-2-spot25.DTA.csv
0.1102,0.1487,0.3793,0.3618,8.138633951587323,1.6680683720511644,1.4047739742610381,0.08405263398937066,0.0548589452851782,0.008655629141786034,run9-2-spot26.DTA.csv
0.6076,0.1243,0.2557,0.0124,11.00450055648018,1.7691447166256742,1.2470089228891974,0.06041587820546965,0.06714678898533341,0.0019857514039702587,run9-2-spot27.DTA.csv
0.5015,0.1228,0.3399,0.0358,11.54957472626217,1.7815945866064444,1.2522023057072758,0.07021553181967359,0.08575576782398858,0.001448177405232726,run9-2-spot28.DTA.csv
0.1772,0.3511,0.3343,0.1374,11.28259383328361,1.705535481843743,1.3098893444830566,0.0988714459527777,0.08592048353475683,0.00854382948978067,run9-2-spot3.DTA.csv
0.2616,0.1167,0.5259,0.0957,12.923358376285993,1.7606310193259482,1.3336534555033301,0.06529071494916551,0.07911897652738738,0.0016633740661325053,run9-2-spot30.DTA.csv
0.1396,0.3413,0.3158,0.2032,10.103759410000531,1.6851685365092695,1.3511852437953678,0.09412268226115024,0.08654219357951518,0.013277466157566935,run9-2-spot4.DTA.csv
0.1026,0.3213,0.2827,0.2934,9.261103666840494,1.666150643736462,1.3940521315465815,0.11685628332584931,0.08501226851044677,0.01993075097451197,run9-2-spot5.DTA.csv
0.456,0.2622,0.2536,0.0282,12.323902479664032,1.746787003479711,1.2221021552995028,0.07772492039588293,0.08244685039866641,0.006966776454336725,run9-2-spot6.DTA.csv
0.3536,0.2671,0.3249,0.0544,12.571508505992396,1.7489784008783535,1.2255428756380404,0.08118791816997398,0.08612642025396297,0.006039182865431655,run9-2-spot7.DTA.csv
0.2653,0.2573,0.39,0.0874,11.955872045685906,1.7441590035519554,1.2483611306932445,0.08888967845070053,0.09033283188693458,0.005492182878662428,run9-2-spot8.DTA.csv
0.1933,0.2502,0.4159,0.1406,12.192221646734392,1.732025607126853,1.3024015075690212,0.10032080974431239,0.09568983878346096,0.00334448772568631,run9-2-spot9.DTA.csv
