Pt,Pd,Au,Ir,k,V0,u1,s1,A1,A2,File
0.1082,0.5551,0.0943,0.2423,8.71000893397847,1.686561889785861,1.3727028119631026,0.08372015617174679,0.06921085137012616,0.009730365228742346,Run12-spot2.DTA.csv
0.3097,0.2335,0.0468,0.4101,11.190666998722493,1.6734936994451828,1.4362092767968355,0.12077610418034243,0.05679219696181048,0.01656858066216458,Run12-spot20.DTA.csv
0.3274,0.2254,0.0686,0.3986,8.952236607542599,1.648492354578873,1.427752270638354,0.11705045343057507,0.06569864359886214,0.015577165136966227,Run12-spot21.DTA.csv
0.1704,0.2235,0.0999,0.5062,7.900183876942845,1.7179230433053951,1.448672565351248,0.13002819005842378,0.08154743439572232,0.019499591874721212,Run12-spot22.DTA.csv
0.1216,0.2101,0.1388,0.5296,8.12423494440642,1.710626904302439,1.4367078679726297,0.12055349051482445,0.055210627637443103,0.014219646161871581,Run12-spot23.DTA.csv
0.0782,0.1889,0.2009,0.532,9.601107804391575,1.633444467934791,1.4301750856034,0.11687464175984491,0.0650416239016082,0.024188044221190287,Run12-spot24.DTA.csv
0.057,0.1665,0.2785,0.498,10.813316297216884,1.607790768461126,1.4264909384228908,0.11224713262953705,0.05993626533782878,0.024597406413907723,Run12-spot25.DTA.csv
0.0325,0.1485,0.3818,0.4372,9.49923270526138,1.637231842822632,1.4330738709534583,0.11577679933722314,0.06579811517819177,0.022060762777143635,Run12-spot26.DTA.csv
0.3487,0.1658,0.0403,0.4453,11.738627909104974,1.7277303881334312,1.4347503121462657,0.15719741277851268,0.06271348743099137,0.015758873180126923,Run12-spot27.DTA.csv
0.2591,0.1626,0.0641,0.5142,8.298807488660119,1.642085040192319,1.420410800994934,0.11416616637204909,0.0646276716972361,0.017205639435325715,Run12-spot28.DTA.csv
0.1853,0.1616,0.0819,0.5712,8.743686283015926,1.6516363310060864,1.4398307552985004,0.13383339620360016,0.05748435298540183,0.01977220027614345,Run12-spot29.DTA.csv
